x,y
2.078253268982688,2.1160905181001377
2.432218099429753,1.628917489796779
-1.589207143975102,-1.9973536768503195
-2.1459186813739315,-2.3807461059058115
2.14317184444614,2.3044219172377254
-1.9956860505412117,-1.7364978957726702
1.7984115265134102,2.6112225351912137
-2.065053477096852,-1.9530233853072156
1.4478083302857747,2.026082539630487
2.3805188625734965,2.060837508246414
1.6527160701343173,1.9251827298361646
2.933779480213285,2.4530223291376925
-2.4543816229795263,-2.2121588104889507
-1.9180357137737067,-1.9518393220394017
-1.5687019943357745,-3.327809546487466
1.9914897930692796,2.189575867777541
-1.3177340759487643,-2.344724592274969
2.5893897855798254,1.9100375820938245
1.5522667194031623,2.193451248929631
1.5277768720408749,1.7949751533987257
2.1041374890384303,2.4883195182418563
2.072021785580439,2.7271367534814877
2.1980033563308226,1.453469245634747
-2.078833508081908,-0.8716382513508953
-1.1305636612727445,-1.5028028043422506
-2.1924399045906378,-1.952824205341463
-2.133866768446983,-2.5640056657350034
1.7824232241391813,2.9246318642396707
-1.9511375161425721,-1.7085231601233533
2.261638330265877,1.914226834388876
1.593426858977773,1.1368586988341616
-2.0228519803301173,-1.8897461721214133
1.41343829744292,2.9718105928246463
2.9614710132401925,2.740257395717212
-1.650771425446332,-1.9981145554568653
3.191572387431971,2.472239743495207
-1.7107392511355608,-1.825172771503413
-2.1923227115712587,-2.2219180465775987
-2.4855522852222425,-1.842591397742088
-2.63984458660212,-2.292715602138886
-1.7712921968895046,-2.4823060068668643
-1.38756471790317,-1.967571946828212
-2.0429653834858064,-1.9028535309771142
-3.1443100200072642,-1.8742577924892314
2.139962299521619,1.950924805178521
2.977956154125347,2.195046661343963
-2.0679748503391604,-1.4315543186986524
1.5982951679130795,1.6552251111248997
-2.0590820225642847,-2.340089101998425
-2.352350137928117,-1.5283696375152527
-2.9215347750783245,-2.2389870020202434
1.845493515476439,1.1619980968350117
-1.5791843679631818,-2.1247292900804746
-2.030813201047824,-2.0536526381455875
1.7722337482413284,2.0087395795125285
1.9803585908862522,1.4159532511294013
-2.8406091077472166,-2.444485679047725
-1.2400025696171135,-1.1402053462919026
-2.1823467721958427,-1.921648072363818
1.287969545508734,1.753340058318903
-1.8086337849938658,-2.017121140265977
-2.251408350321269,-0.7937731602281257
1.7451739091241731,1.7809628491944067
-1.9752525091749547,-1.7530816118595218
1.948390574103221,2.205299250969186
-1.678342767468536,-2.7853117043167264
-2.3420054488686084,-1.170224601905064
-2.8490529097161272,-1.8063597623024683
2.5940148961761507,2.1584713059624248
1.5646014254090592,1.7105751676177923
-1.4357029677427158,-1.7519995268280188
-1.9003499015517673,-2.025301770480833
-2.666105827297251,-2.9843123448930102
-2.234432093983398,-3.1007206427502787
2.261945511917103,2.044211043522331
-3.32958611899837,-1.6968402378203096
1.373602319975037,2.388745177915955
-2.3261467999675096,-2.2605946561505554
-1.616668409177457,-1.8218535912638556
-2.1113028404741603,-2.456539609020898
-1.1336394065404334,-1.6577494465704048
-1.8932599755449155,-2.604286826866611
1.6812814872238855,1.8013640928356012
1.387282240584916,2.4221814882007737
2.7441260968977996,2.9479445880152917
-2.2204613161462956,-2.1401777475922543
-1.460901348142881,-3.2795923331720482
1.4055703711079857,1.7465918228506563
2.6151453403638603,2.6011899243922056
2.077473712848458,2.1890812598010867
-1.6668084589840428,-2.230359893694277
1.2543712036471972,2.2196958506322684
1.7931905096201264,1.6262725942796212
-2.339012890782225,-1.3510771046744505
2.3931639810544882,1.7667904516320285
0.9846577661092528,3.0322464306796597
2.178183198587201,2.353286584095974
1.4998923263052175,1.2276144516111942
1.2296014927776877,2.031630997100166
1.6150419627773418,2.2696245956459085
-1.4498578308898131,-1.3509890138368894
-1.8627418211380302,-2.445457541497764
1.2085308013324592,2.3051896895536026
-3.1847934526133015,-1.567973849751176
-2.343918805514341,-2.60703870154706
-2.1545572223858542,-2.1167333307718463
-0.8480416511580291,-2.530007911360774
1.9335597112065221,1.8511045602991358
2.260532438226379,1.7121060150934668
-1.4518265771671008,-2.117107900672268
1.7445974312155634,1.409683907938794
-2.6671292357013767,-2.6733587528987774
-2.67396271131456,-2.3807866941282794
2.4604294118904093,2.1593638264715107
1.8442237339363137,2.0280826711148725
-2.723267349781694,-1.5998510253299862
1.62762258897578,1.5867807306704929
1.728569261991641,2.2080250231307126
1.8063365912960239,1.8488486247123321
1.662833669671312,2.0159152791371757
2.9337789950749835,1.5113610600617946
2.4893689920528694,3.120446599600729
2.022879258650723,1.906408074987083
2.385895275606834,2.4117520769818657
-2.1767158743785995,-2.8082370943255164
-2.589578965318844,-1.3492859641676196
1.5561071261849437,1.0096017658880365
-2.3820719619532214,-2.718895736900789
1.1930510762210242,1.8936298598930157
2.473625983886874,1.922494953454583
1.67379570880649,1.8045233124061995
-2.5090209376436823,-2.0389273779704253
-3.047301535603072,-1.9381390428832468
-2.0078410558012774,-1.9195359158508885
-3.1277821147010947,-2.511253421817802
1.1849008265169778,2.2313911277628873
-2.0925268355046707,-2.403824243808178
1.6539750761078045,2.768188527122899
1.6820769608105595,2.3382166474732498
-1.5316287682323715,-1.2938361469812785
-1.5997175982845016,-1.9608699124191693
-1.5340758129428482,-1.830017508099369
2.766389607179229,2.7346793849501427
-1.409310699355857,-2.3159518790025837
1.7013419655173188,1.8810391351319966
1.6637697761120245,1.8202234192297293
-1.5620836192063345,-2.0575537342436134
-2.3913145779137626,-2.0551946495134437
-1.3404315618492122,-2.4412094092749594
1.5933178703978985,1.266787836098743
3.1348773119938036,1.2728171627006177
2.941575348528127,1.3261204694287767
2.1565338508254506,1.5729521303491376
-1.8789410195074385,-2.4443601286768155
1.6372013107682077,1.3083180223024722
2.3645452810887684,2.0644914553787053
-1.2433359587133974,-1.723433967896208
1.7509837746538475,2.964766026908493
2.5697003422716502,1.3825870898231738
2.4550894540462957,2.158609107595651
-2.299326968461493,-2.557948492980197
-1.5710380378538318,-1.4294490666712134
-2.219594760901074,-1.9093307853910892
-2.1737253262492815,-2.2906342384301626
2.149119087103028,2.6631929483435153
-1.626405832897684,-2.594472477601868
2.3126157255135937,1.198971172196626
3.129654475345426,1.9788714241696788
2.882026172983832,2.2000786041836116
1.4174250796083219,2.4504132434770938
1.9658791973376843,2.8566713608246834
-2.1976144913271773,-2.5797102581999565
1.9447296713837636,2.5100863558579
2.221931616372713,2.1668371636871333
2.30703968517304,2.4611033357832635
-1.6550909177326059,-1.3490768852175008
1.7682020126769529,2.240740736886731
2.07097658166039,1.8403357914274525
-2.480252190816574,-2.3965586813538358
-2.3292764834025017,-2.257116982969994
-2.5634129043783718,-2.3653388764324124
-2.8842692253385156,-1.8222591036281155
1.5693871574726488,2.955032476549517
2.747039536578803,1.8974208681170996
-2.1308227228554504,-2.0911223918949715
2.4284153059513454,1.6744872033499265
-3.1820869085705903,-1.9898329091473783
1.364757500757133,2.4846983540790055
1.9859088858306726,2.2141659352652088
-2.2846560267350924,-1.8650478225296192
2.2011708205887746,1.6575949545298434
2.7472422722456846,0.9650074874932337
2.2131293653890505,2.3384540175151227
2.4747104034628804,2.0437756206925957
2.088713071126876,1.799109531895869
-2.8163172631172477,-2.783883862154227
1.8154090810287782,1.8803104112120368
1.823003044373258,1.3125243532909905
-2.1034518380819858,-1.5599105439596088
-3.1198020293308684,-1.7992504724548564
-1.266710642212911,-1.573724030269384
-1.7163548610736652,-2.111337550257577
-2.527314231992507,-1.5898760813376593
-0.9943716592684315,-2.0222977132279287
1.701842980774746,1.9737163518652268
-1.528476956338741,-3.3698385835947784
0.7235050920829607,2.3268092977201804
-2.2587595212552016,-2.489414929679385
-2.5226266830734776,-1.3944273551586495
-1.6531134236549336,-2.0797867190731334
-1.8305479373920277,-0.9894782192576013
1.1468649046874937,2.975387697615895
-0.6518879737182102,-2.0369623331402074
-2.3140437798207896,-2.240513559230394
-1.980684724079906,-2.828357551160977
-1.7684348353406965,-1.8604521178037734
1.5435888872779207,2.5585081440479263
-2.2398279070039737,-1.6898208508282437
2.199523172820065,0.6137036217866749
2.1882127655778145,1.4502996047079026
-2.3300281600670414,-1.912090523351986
-1.592740088756067,-1.970537205409185
-2.0210857256452894,-2.143443596194954
2.57616578239156,2.5398092960184107
2.320065763048796,1.191521977844583
1.6828389531595183,1.818629417006431
-2.233422773026381,-2.7084530565631297
1.6302185018043434,2.771507297703368
2.5498297979435565,2.327631865361299
2.4750442087627946,1.9243213958511511
1.8260439253369236,2.07817448455199
2.2882954083074702,1.8958506222110025
2.2468708886745943,1.9419480304828167
-1.7506548625450862,-1.4760139220159736
2.00525001036041,2.8929352469529177
-2.0668507798342195,-1.4611280970118687
1.9878369378005323,1.6309845453971556
-1.8578601645963926,-1.1286656096721845
3.081617974640345,2.668263974718196
-1.822621153443391,-1.6915567228033606
2.3457693755350935,2.347374571828003
-1.4657453003419953,-2.226692901925694
-2.3598021942758964,-2.4064964942770386
1.4219087840890436,2.3905990508549966
1.546350817808379,2.0259726978980694
-2.1997245146314377,-1.8149720560762406
-1.5523698635550351,-1.312517966803505
-2.8779452917188597,-1.7745327690970425
-2.578677629595427,-2.1561461255628465
1.3420462947442395,1.7692076975926456
1.4262656737944488,1.7810899776277829
-2.6532634258676584,-1.1709346601909059
-2.1378352672802783,-2.354863982923444
1.844556914150764,2.0487000831343916
2.336147378506218,2.2037309181205553
-1.6133735112987002,-2.5919403200966586
1.4757235174664536,1.2899910314105125
-1.17593253389622,-1.917886122256333
-1.6142970256615772,-1.4852805856086164
2.23283121986523,1.2318781568613881
-1.8145874993594489,-1.9289690974063822
1.8659983145243098,2.4012281978981975
2.06345604635181,2.2009946817223507
-2.4927553688420754,-2.7359175037317933
-2.3645223293973476,-1.9017212996356077
1.0318600970767466,2.0943892983969143
-1.535247444260236,-1.7088877043010378
1.5220274997536114,1.8270091121503067
1.3535715451382757,2.1335254346745915
1.9507737377872838,1.6682608568189463
1.4828785791077677,2.3407972591408135
1.4646236892447289,2.5272258634655684
1.6781907985835547,0.8882984238877867
-2.514967641654488,-2.174971682294552
-3.0082033138998803,-2.2697273166872507
-2.0953267467906995,-2.197424757016725
2.0833367476862645,2.317515718446053
-1.528765940389803,-2.133797373117674
2.5633179610532535,1.4600342458182882
-2.1014484203833335,-2.054941389654657
-1.9024651514243094,-2.8907814278527955
-1.5655182565516024,-1.861564047076936
2.033258611191584,2.151235948869891
-2.12100991493511,-1.2408694148221473
-1.8597791473418521,-2.4965618054647902
-1.50551857383165,5.408571676918994
2.7839273017368615,1.1839018103644392
-4.127776314690761,-4.128065755965569
-5.302996653981607,4.394113749299223
1.213380140918506,2.4968709335525467
-5.752986068450371,5.638918225943932
3.98931168960506,-3.451930671860686
-3.8181003935147926,-3.799145881758794
-2.3490930844855473,0.29707717958685365
-0.8166597762946104,-2.505250317623497
1.3422347366685532,-4.326073672175498
